"","V1","V2","V3","V4","V5","V6","V7"
"1",0.0955705869517783,0.21595400646784,0.185230024213075,0.287323943661972,0.353846153846154,0.571884984025559,0.8125
"2",0.0524390243902439,0.099081201887261,0.170792079207921,0.189090909090909,0.25979843225084,0.405572755417957,0.5
"3",0.0689928628072958,0.104998428167243,0.184764991896272,0.214673913043478,0.264705882352941,0.403225806451613,NA
"4",0.0264511388684791,0.0783042394014963,0.130649137222679,0.144835545297173,0.173750932140194,0.275949367088608,0.701492537313433
"5",0.0712074303405573,0.13949780789159,0.241157556270096,0.238875878220141,0.267857142857143,0.413294797687861,0.460829493087558
"6",0.0717911530094271,0.12765444015444,0.204806687565308,0.247838616714697,0.304597701149425,0.434210526315789,0.453551912568306
"7",0.0853609083536091,0.162903225806452,0.219259259259259,0.260135135135135,0.267148014440433,0.39766081871345,0.590909090909091
"8",0.0556844547563805,0.126536312849162,0.199300699300699,0.240437158469945,0.384615384615385,0.607954545454545,0.878787878787879
"9",0.0467874794069193,0.113898845081641,0.148548278190412,0.113871635610766,0.215722120658135,0.327083333333333,0.676470588235294
"10",0.0797028031070584,0.105072463768116,0.15408560311284,0.25,0.220739219712526,0.318840579710145,0.875
"11",0.0831387202241943,0.0943864878291108,0.176767676767677,0.203422053231939,0.340057636887608,0.50314465408805,0.733870967741935
"12",0.085590465872156,0.107837687604225,0.166334661354582,0.209150326797386,0.221383647798742,0.271070615034169,0.363636363636364
"13",0.0492200107584723,0.142576204523107,0.238831615120275,0.228723404255319,0.171532846715328,0.492146596858639,0.740740740740741
"14",0.0799169693824598,0.105056455571919,0.119030648610121,0.129297458893871,0.304964539007092,0.385650224215247,0.423423423423423
"15",0.0576360444704506,0.166251728907331,0.20244461420932,0.215294117647059,0.25,0.547368421052632,1
"16",0.0278796771826853,0.119325551232166,0.174757281553398,0.229824561403509,0.358126721763085,0.625641025641026,0.771739130434783
"17",0.0697139098980599,0.120530694850461,0.204379562043796,0.273049645390071,0.3671875,0.417624521072797,0.666666666666667
"18",0.112330073932745,0.128761716822891,0.2162615255658,0.197207678883072,0.182051282051282,0.418181818181818,0.464387464387464
"19",0.0426356589147287,0.0956454121306376,0.152859433458044,0.138368983957219,0.211845102505695,0.181818181818182,0.5625
"20",0.0606457242582897,0.158552210121717,0.191191191191191,0.220306513409962,0.191666666666667,0.453333333333333,NA
"21",0.0421169298974785,0.0848795894196605,0.128824476650564,0.18859649122807,0.342436974789916,0.382231404958678,0.4739336492891
"22",0.0527597402597403,0.124692572552878,0.213263979193758,0.234195402298851,0.261194029850746,0.586826347305389,0.818181818181818
"23",0.0979623824451411,0.11185086551265,0.224324324324324,0.234527687296417,0.36241610738255,0.352380952380952,1
"24",0.0802348336594912,0.16306203756403,0.178141135972461,0.208646616541353,0.333333333333333,0.553571428571429,0.723076923076923
"25",0.0685136652938974,0.144499178981938,0.14575411913815,0.154456654456654,0.186046511627907,0.252771618625277,0.333333333333333
"26",0.0812469317623957,0.102397399431126,0.137587238285145,0.163090128755365,0.243478260869565,0.304245283018868,NA
"27",0.0936170212765957,0.120639534883721,0.193684210526316,0.176125244618395,0.295454545454545,0.475836431226766,0.704918032786885
"28",0.0656087885260909,0.0853870183963901,0.222831050228311,0.26,0.219730941704036,0.447688564476886,0.484162895927602
"29",0.0436590436590437,0.157969370391378,0.129384703852789,0.200435729847495,0.263414634146341,0.561475409836066,0.769230769230769
"30",0.0422595946528676,0.147186147186147,0.196947674418605,0.231404958677686,0.226173541963016,0.395348837209302,0.25
"31",0.0357546104629281,0.108450704225352,0.162487462387161,0.0988562091503268,0.28023598820059,0.379518072289157,0.503937007874016
"32",0.079445481205012,0.14724442574674,0.170528266913809,0.187060478199719,0.179487179487179,0.6015625,0.897435897435897
"33",0.0684090909090909,0.147030185004869,0.19010989010989,0.238341968911917,0.24,0.446601941747573,0.620689655172414
"34",0.0648215586307356,0.116271299699298,0.151655119322556,0.181996086105675,0.171366594360087,0.434782608695652,0.25
"35",0.0995380092398152,0.128718376424798,0.236475181260457,0.267782426778243,0.287755102040816,0.314285714285714,0.5
"36",0.0909961685823755,0.18149556400507,0.177556818181818,0.24,0.240121580547112,0.422916666666667,0.443850267379679
"37",0.0704344158582876,0.101970443349754,0.18768115942029,0.171464330413016,0.256410256410256,0.385892116182573,0.375
"38",0.0766137566137566,0.126466753585398,0.131011608623549,0.111111111111111,0.227099236641221,0.299270072992701,0.711864406779661
"39",0.0487876132047911,0.113985751781027,0.228956228956229,0.214801444043321,0.230263157894737,0.483050847457627,0.684210526315789
"40",0.066129959746981,0.0871265009773806,0.181264280274181,0.200825309491059,0.265342960288809,0.539792387543253,0.891891891891892
"41",0.107258938244854,0.119016393442623,0.178970917225951,0.220915032679739,0.2784588441331,0.471428571428571,0.688524590163934
"42",0.0740600075958982,0.134443541835906,0.141548327989006,0.213930348258706,0.278184480234261,0.370535714285714,0.833333333333333
"43",0.0437158469945355,0.128536500174642,0.17687074829932,0.200221238938053,0.181818181818182,0.523809523809524,0.738461538461539
