"","V1","V2","V3","V4","V5","V6","V7"
"1",0.00755244755244755,0.0290948275862069,0.0441708906589428,0.131067961165049,0.254901960784314,0.0735294117647059,0.132596685082873
"2",0.0114845465293025,0.0223345975558365,0.0340356564019449,0.0709677419354839,0.0344827586206897,0.0721649484536082,0.16043956043956
"3",0.00867760799849085,0.0321849501359927,0.0389242745930644,0.0428893905191874,0.0235294117647059,0.0434782608695652,0.0952380952380952
"4",0.011454753722795,0.0251315020455874,0.025847214244687,0.0750853242320819,0.0821917808219178,0.130952380952381,0.313953488372093
"5",0.0123629577793329,0.0397215397215397,0.110705596107056,0.102040816326531,0.173913043478261,0.211538461538462,0.338028169014085
"6",0.0155878467635403,0.0322952710495963,0.0478547854785479,0.0958904109589041,0.141509433962264,0.131979695431472,0.166219839142091
"7",0.0117759388924252,0.0542986425339367,0.0744274809160305,0.109289617486339,0.136363636363636,0,0.186746987951807
"8",0.00620997477197749,0.0293768545994065,0.056890012642225,0.129032258064516,0.08,0.386363636363636,0.385714285714286
"9",0.00774487471526196,0.0195765081901718,0.0182278481012658,0.0522496371552975,0.0888888888888889,0.0625,0.1875
"10",0.0117222723174031,0.0195810564663024,0.0596923076923077,0.0674157303370786,0.0757575757575758,0,0.1875
"11",0.00717094610224381,0.0150204824761038,0.0392006149116065,0.0453514739229025,0.037037037037037,0.0857142857142857,0.314516129032258
"12",0.0144609189090243,0.0436724565756824,0.0714285714285714,0.123809523809524,0.0784313725490196,0.240384615384615,0.3
"13",0.0105237395986295,0.0216934919524143,0.0371920037192004,0.046875,0.0821256038647343,0.111111111111111,0.0853658536585366
"14",0.00982030923526954,0.0220804710500491,0.0387931034482759,0.0426829268292683,0.114285714285714,0.142857142857143,0.136239782016349
"15",0.0129538405400474,0.0378574305275876,0.0691823899371069,0.08,0.25,0,0.24
"16",0.0134826325411335,0.0374042361424065,0.0584415584415584,0.133333333333333,0.326086956521739,0.153846153846154,0.230769230769231
"17",0.0080749354005168,0.0118343195266272,0.0587412587412587,0.0770750988142292,0.0898203592814371,0.0943396226415094,0.0733333333333333
"18",0.0119581464872945,0.035732516590097,0.0693533270852859,0.102564102564103,0.0833333333333333,0.10062893081761,0.180628272251309
"19",0.0074487895716946,0.0247975708502024,0.0345047923322684,0.0348101265822785,0.0661764705882353,0.0731707317073171,0.287037037037037
"20",0.0140154169586545,0.0346761856195818,0.032345013477089,0.0655737704918033,0.0526315789473684,0.171428571428571,0.344036697247706
"21",0.00789595912679981,0.0301490514905149,0.0677830940988836,0.0526315789473684,0,0.317460317460317,0.3375
"22",0.00514541387024608,0.0229922279792746,0.0288397048960429,0.0708333333333333,0.105263157894737,0.0142857142857143,0.16
"23",0.0102810143934202,0.0236486486486486,0.0528488852188274,0.0560747663551402,0.0833333333333333,0.178571428571429,0.145833333333333
"24",0.00874014069494777,0.0145661811272958,0.0346729708431836,0.0398162327718224,0.0412698412698413,0.0662878787878788,0.167904903417533
"25",0.0250505050505051,0.0436835891381346,0.0673400673400673,0.317647058823529,0.25,0.214285714285714,0.192307692307692
"26",0.0119831223628692,0.0465863453815261,0.0607287449392713,0.17741935483871,0.0714285714285714,0.0649350649350649,0.172972972972973
"27",0.0103228640456842,0.0138147566718995,0.0745762711864407,0.107806691449814,0.0666666666666667,0.157894736842105,0.313953488372093
"28",0.0176795580110497,0.0264850548618994,0.0317757009345794,0.0560747663551402,0.0714285714285714,0.102040816326531,0.210526315789474
"29",0.00599769319492503,0.0266058532877233,0.0465299684542587,0.0860759493670886,0.185567010309278,0.153846153846154,0.12
"30",0.00499265785609398,0.0338040222507488,0.0321931589537223,0.036231884057971,0.0503597122302158,0.105590062111801,0.243809523809524
"31",0.0157533098709569,0.0452674897119342,0.0808580858085809,0.224719101123595,0.230769230769231,0.0645161290322581,0.186046511627907
"32",0.00320806599450046,0.0136476426799007,0.035670356703567,0.0715474209650582,0.0314685314685315,0.0983606557377049,0.145118733509235
"33",0.0110126242277733,0.0168408826945412,0.041372351160444,0.109289617486339,0.108433734939759,0.121951219512195,0.261261261261261
"34",0.0131458827825452,0.0614182021217197,0.04,0.105882352941176,0.142857142857143,0.323076923076923,0.322222222222222
"35",0.0119228817858955,0.0220448498669707,0.0429242119382964,0.0336538461538462,0.05,0,0.0869565217391304
"36",0.0145727872373063,0.0594467333725721,0.098471986417657,0.181818181818182,0.318181818181818,0.24468085106383,0.36734693877551
"37",0.0099236641221374,0.0103329506314581,0.0372093023255814,0.0775193798449612,0.0462962962962963,0.0238095238095238,0.215909090909091
"38",0.00813648293963255,0.0306603773584906,0.0519031141868512,0.0299145299145299,0.0506329113924051,0.11340206185567,0.171610169491525
"39",0.0112179487179487,0.0301962757926522,0.0251228836701256,0.0695825049701789,0.0338983050847458,0.2,0.1875
"40",0.00921924517430135,0.0254545454545455,0.0465779467680608,0.0952380952380952,0.107692307692308,0.185185185185185,0.0606060606060606
"41",0.0164556962025316,0.0223690899847483,0.0507487520798669,0.0943396226415094,0.1875,0.149253731343284,0.275590551181102
"42",0.00841476655808903,0.0253025302530253,0.0330484330484331,0.0707070707070707,0.104166666666667,0.109090909090909,0.111111111111111
"43",0.010059880239521,0.0351802990325418,0.0414012738853503,0.0385852090032154,0,0.166666666666667,0.334782608695652
"44",0.0076873798846893,0.037117903930131,0.0951219512195122,0.102564102564103,0.051948051948052,0.077720207253886,0.163900414937759
"45",0.0100561272217025,0.0225613802256138,0.0411081322609473,0.185185185185185,0.209677419354839,0.192307692307692,0.195652173913043
"46",0.00677248677248677,0.0187362233651727,0.0510708401976936,0.0611353711790393,0.0980392156862745,0.136986301369863,0.0161290322580645
"47",0.0162097735399285,0.0406232609905398,0.0653153153153153,0.0609756097560976,0.0163934426229508,0.137254901960784,0.181192660550459
"48",0.0111002921129503,0.0235969387755102,0.0454545454545455,0.0633608815426997,0.0612244897959184,0.146341463414634,0.318181818181818
"49",0.0125264983619194,0.0278733654507915,0.023224043715847,0.0875576036866359,0.102941176470588,0.0263157894736842,0.182926829268293
"50",0.00809128630705394,0.03,0.0473773265651438,0.252252252252252,0.0625,0.222222222222222,0.285106382978723
"51",0.0110344827586207,0.034037558685446,0.0496014171833481,0.0553745928338762,0.11340206185567,0.108910891089109,0.142857142857143
"52",0.00849970349871516,0.0376967688483844,0.101644245142003,0.130718954248366,0.114285714285714,0.04,0.237410071942446
"53",0.0127765064836003,0.026902382782475,0.0441810344827586,0.0375722543352601,0.0175438596491228,0.111111111111111,0.247619047619048
"54",0.0047554347826087,0.0245935806586078,0.0385044642857143,0.0598591549295775,0.0869565217391304,0.120689655172414,0.354545454545455
"55",0.0125700696449805,0.0240564081294069,0.026009582477755,0.134831460674157,0.25,0.116279069767442,0.168674698795181
"56",0.00682656826568266,0.02299676607977,0.0356234096692112,0.038961038961039,0.03125,0.111702127659574,0.158940397350993
"57",0.0155955902124227,0.041994750656168,0.0401606425702811,0.0973782771535581,0.147058823529412,0.0952380952380952,0.127272727272727
"58",0.0134412955465587,0.0412162162162162,0.0612597066436583,0.0905797101449275,0.0925925925925926,0,0.184931506849315
"59",0.010347129506008,0.0118817352859906,0.0351758793969849,0.0781758957654723,0.038961038961039,0.168224299065421,0.202247191011236
"60",0.00823815764838045,0.0378277153558052,0.05320813771518,0.155555555555556,0.0909090909090909,0.355263157894737,0.346666666666667
"61",0.00956186670472385,0.0263522884882108,0.0424778761061947,0.0555555555555556,0.0769230769230769,0,0.166666666666667
"62",0.0109929078014184,0.0167441860465116,0.0380722891566265,0.0581395348837209,0.0848214285714286,0.0901639344262295,0.214912280701754
"63",0.0120297880465916,0.0338427947598253,0.0574712643678161,0.0941176470588235,0.142857142857143,0.12962962962963,0.170886075949367
"64",0.00527760185771585,0.0159817351598174,0.0844079718640094,0.0844155844155844,0.0882352941176471,0.315068493150685,0.296875
"65",0.0195888754534462,0.0397041650447645,0.0537634408602151,0.0913461538461538,0.142857142857143,0,0.18796992481203
"66",0.00807799442896936,0.0206552706552707,0.0497118155619597,0.0557377049180328,0.150537634408602,0.142857142857143,0.125
"67",0.0106254527891814,0.03125,0.0441489361702128,0.0714285714285714,0.0277777777777778,0.377358490566038,0.361842105263158
"68",0.0131201930327251,0.0242311276794035,0.0625,0.0444444444444444,0.127358490566038,0.12972972972973,0.143229166666667
"69",0.00757946210268949,0.020129648584101,0.0342857142857143,0.0616302186878728,0.02,0.0625,0.207207207207207
"70",0.0128182616330114,0.0457974137931034,0.0575221238938053,0.125,0.15,0.037037037037037,0.244274809160305
"71",0.00756369426751592,0.0291153415453527,0.0449704142011834,0.0550239234449761,0.0408163265306122,0.150537634408602,0.167664670658683
"72",0.0172568354997759,0.0401863715783343,0.0264,0.114503816793893,0.125,0.159090909090909,0.251748251748252
"73",0.00683709869203329,0.0237521514629948,0.0407757334659373,0.037280701754386,0.078740157480315,0.151515151515152,0
"74",0.0148619957537155,0.0275779376498801,0.0615183246073298,0.0606060606060606,0.192307692307692,0.05,0.221428571428571
"75",0.00772291130353382,0.0249500998003992,0.0853131749460043,0.0886075949367089,0.0285714285714286,0.228571428571429,0.271604938271605
"76",0.00732217573221757,0.0404694455685957,0.0674157303370786,0.0666666666666667,0.117647058823529,0.320987654320988,0.357615894039735
"77",0.00866683660463931,0.0203784570596798,0.0276705276705277,0.0669975186104218,0.0833333333333333,0.0875,0.13768115942029
"78",0.00576368876080692,0.0238095238095238,0.0397022332506203,0.071875,0.104651162790698,0.121621621621622,0.252336448598131
"79",0.0119607843137255,0.0176638176638177,0.0231548480463097,0.0428571428571429,0.037037037037037,0.0535714285714286,0.156164383561644
