"","Rn_cor","GRP","GRHI"
"1",364.4295,32.7056503295898,0.55787193775177
"2",39,35.8487892150879,0.553063273429871
"3",50.62761,28.1444931030273,0.554126083850861
"4",44.96644,28.1444931030273,0.554126083850861
"5",292.6175,29.3758602142334,0.587354242801666
"6",479.4979,29.3758602142334,0.587354242801666
"7",30,28.3483142852783,0.434574872255325
"8",38.75,28.3483142852783,0.434574872255325
"9",41.61491,30.3656749725342,0.566763699054718
"10",59,30.3656749725342,0.566763699054718
"11",44.7205,27.9466648101807,0.458879053592682
"12",178.2427,35.0313873291016,0.561480045318604
"13",32.91925,32.1131172180176,0.571532428264618
"14",39,34.1498565673828,0.56751561164856
"15",30.43478,27.8613967895508,0.452177405357361
"16",26.70807,27.8613967895508,0.452177405357361
"17",25.50336,31.4886341094971,0.561845898628235
"18",24.19355,31.4886341094971,0.561845898628235
"19",63.97515,24.0501499176025,0.527864992618561
"20",62,24.0501499176025,0.527864992618561
"21",49,26.8154621124268,0.565481543540955
"22",33.54037,26.8154621124268,0.565481543540955
"23",280,28.238697052002,0.567089676856995
"24",432.2981,28.238697052002,0.567089676856995
"25",61,34.2580795288086,0.590863764286041
"26",18.63354,34.2580795288086,0.590863764286041
"27",43.47826,36.9080581665039,0.586555004119873
"28",55,36.9080581665039,0.586555004119873
"29",56.52174,28.238697052002,0.567089676856995
"30",52,28.238697052002,0.567089676856995
"31",40,29.6898918151855,0.556258797645569
"32",144.7205,29.6898918151855,0.556258797645569
"33",15.48117,38.4123153686523,0.590783178806305
"34",32.88591,38.4123153686523,0.590783178806305
"35",33,32.4301300048828,0.56846010684967
"36",32.29814,32.4301300048828,0.56846010684967
"37",32.29814,32.4301300048828,0.56846010684967
"38",68,32.4301300048828,0.56846010684967
"39",154.3624,34.2580795288086,0.590863764286041
"40",673.2217,34.2580795288086,0.590863764286041
"41",42,35.6836051940918,0.553270637989044
"42",30.43478,35.6836051940918,0.553270637989044
"43",80.53691,28.1132278442383,0.576231300830841
"44",59.41422,28.1132278442383,0.576231300830841
"45",42,37.4649276733398,0.571542024612427
"46",149.6894,37.4649276733398,0.571542024612427
"47",111,32.4392738342285,0.553532063961029
"48",52.17391,32.4392738342285,0.553532063961029
"49",50,39.0071754455566,0.584594666957855
"50",31.67702,39.0071754455566,0.584594666957855
"51",201,26.3802604675293,0.544221878051758
"52",266.4596,26.3802604675293,0.544221878051758
"53",30.43478,32.0880584716797,0.549270331859589
"54",48,32.0880584716797,0.549270331859589
"55",28.57143,34.1498565673828,0.56751561164856
"56",32.21476,35.934383392334,0.57054591178894
"57",136.646,38.4123153686523,0.590783178806305
"58",60,38.4123153686523,0.590783178806305
"59",55,35.1948432922363,0.579379975795746
"60",77.01863,35.1948432922363,0.579379975795746
"61",40.99379,38.7738304138184,0.584952175617218
"62",44,38.7738304138184,0.584952175617218
"63",50.31056,19.5195388793945,0.338199138641357
"64",47.651,30.8407421112061,0.575250029563904
"65",36,32.4301300048828,0.56846010684967
"66",36.02485,32.4301300048828,0.56846010684967
"67",162.1118,35.1948432922363,0.579379975795746
"68",168.9441,35.1948432922363,0.579379975795746
"69",111.8012,35.8487892150879,0.553063273429871
"70",31.0559,37.4493293762207,0.565400302410126
"71",23.60248,38.0165405273438,0.565867304801941
"72",36.66667,38.0165405273438,0.565867304801941
"73",56,24.228214263916,0.584912955760956
"74",73.91304,24.228214263916,0.584912955760956
"75",54.65839,36.9080581665039,0.586555004119873
"76",55,36.9080581665039,0.586555004119873
"77",14.90683,27.0122680664062,0.598997950553894
"78",87.57764,23.4252548217773,0.597480118274689
"79",85,28.3906421661377,0.5283362865448
"80",29.19255,28.3906421661377,0.5283362865448
"81",41.25,29.8987922668457,0.415342777967453
"82",19.25466,29.8987922668457,0.415342777967453
"83",44.96644,28.3906421661377,0.5283362865448
"84",37.58389,28.3906421661377,0.5283362865448
"85",62,31.8581447601318,0.573922216892242
"86",66.45963,31.8581447601318,0.573922216892242
"87",125,35.1948432922363,0.579379975795746
"88",89.44099,35.1948432922363,0.579379975795746
"89",44,26.8154621124268,0.565481543540955
"90",82.55034,22.3896484375,0.42751607298851
"91",52.30125,22.3896484375,0.42751607298851
"92",62.1118,26.8154621124268,0.565481543540955
"93",212.0805,33.460262298584,0.554510533809662
"94",55.23012,33.460262298584,0.554510533809662
"95",79,30.4545364379883,0.557815134525299
"96",63.97515,30.4545364379883,0.557815134525299
"97",38.50932,25.0065250396729,0.341877341270447
"98",41,25.0065250396729,0.341877341270447
"99",39,27.6417369842529,0.565243303775787
"100",64,27.6417369842529,0.565243303775787
"101",179.1946,36.9080581665039,0.586555004119873
"102",97.90794,36.9080581665039,0.586555004119873
"103",37.26708,32.4646644592285,0.536917686462402
"104",37.77778,32.4646644592285,0.536917686462402
"105",46,34.1184844970703,0.55839067697525
"106",31.67702,34.1184844970703,0.55839067697525
"107",47.28033,25.3881282806396,0.559742510318756
"108",78.26087,29.0489368438721,0.564827442169189
"109",22.14765,28.7247753143311,0.571431994438171
"110",21.47651,28.7247753143311,0.571431994438171
"111",16.77852,23.1261081695557,0.363116443157196
"112",23.60248,23.4252548217773,0.597480118274689
"113",28.57143,25.9151248931885,0.597403585910797
"114",126,28.3906421661377,0.5283362865448
"115",362.1118,28.3906421661377,0.5283362865448
"116",50.33557,38.1883544921875,0.568490505218506
"117",39.59732,38.1883544921875,0.568490505218506
"118",30.96234,23.8251056671143,0.573782742023468
"119",103.7657,23.8251056671143,0.573782742023468
"120",59.27337,31.8581447601318,0.573922216892242
"121",16.10738,32.4646644592285,0.536917686462402
"122",16.77852,32.4646644592285,0.536917686462402
"123",44,29.0489368438721,0.564827442169189
"124",13.42282,33.8953323364258,0.599953830242157
"125",43,36.0859909057617,0.545824408531189
"126",33.54037,36.0859909057617,0.545824408531189
"127",34.16149,33.0230751037598,0.557069063186646
"128",58,33.0230751037598,0.557069063186646
"129",32,32.1660003662109,0.566622793674469
"130",40.37267,32.1660003662109,0.566622793674469
"131",43,25.9151248931885,0.597403585910797
"132",48.3871,24.2841510772705,0.57188469171524
"133",29.5302,24.2841510772705,0.57188469171524
"134",67.70187,27.0122680664062,0.598997950553894
"135",30,32.0646095275879,0.535458564758301
"136",31.67702,32.0646095275879,0.535458564758301
"137",144.2953,31.4634113311768,0.535747766494751
"138",121.4765,31.4634113311768,0.535747766494751
"139",20,36.9003753662109,0.559553861618042
"140",18.01242,36.9003753662109,0.559553861618042
"141",63.75839,29.647705078125,0.519187748432159
"142",32,27.2662982940674,0.354789733886719
"143",26,39.0099182128906,0.592583656311035
